,position,Pref,P1,P2
0,0.0,0.0005499687162,5.168416102e-05,1.5204339389999999e-07
1,0.999969482421875,0.0005496039289,5.109350931e-05,1.52690616e-07
2,1.999969482421875,0.0005495716060999999,5.045881044e-05,1.528836534e-07
3,3.0,0.0005496062397,4.980014673e-05,1.527314966e-07
4,4.0,0.0005499456253,4.909789312e-05,1.5262248919999997e-07
5,4.999969482421875,0.0005505667008999999,4.843032912e-05,1.5268834809999998e-07
6,6.0,0.0005510977178999999,4.772442445e-05,1.5217510740000002e-07
7,7.0,0.0005513909155,4.697697986e-05,1.526588219e-07
8,7.999969482421875,0.0005514763354999999,4.619803948e-05,1.524044777e-07
9,9.0,0.0005518873162999999,4.543986978e-05,1.5228183920000003e-07
10,9.999969482421875,0.0005520119739,4.463582665000001e-05,1.5240675419999997e-07
11,10.999969482421875,0.000551850372,4.378659542e-05,1.5232272559999999e-07
12,12.0,0.0005518573046,4.292572121e-05,1.524294547e-07
13,12.999969482421875,0.000551896554,4.2069871039999995e-05,1.5245898200000002e-07
14,13.999969482421875,0.0005519588769,4.1194622100000005e-05,1.524453496e-07
15,15.0,0.0005522151536000001,4.028376606e-05,1.523340771e-07
16,15.999969482421875,0.0005518919264,3.9343243780000004e-05,1.5220008859999997e-07
17,16.999969482421875,0.0005518803781000001,3.840340687e-05,1.5219100930000003e-07
18,17.99993896484375,0.0005516587408,3.740787906e-05,1.522500539e-07
19,18.99993896484375,0.0005510469198,3.639272727000001e-05,1.521387787e-07
20,19.999969482421875,0.0005509014590999999,3.538396231e-05,1.5244081200000001e-07
21,20.99993896484375,0.000551536394,3.4421986119999996e-05,1.5238858e-07
22,21.99993896484375,0.0005518642255,3.3475528119999996e-05,1.522931938e-07
23,22.999969482421875,0.0005520858569000001,3.249027397e-05,1.522841188e-07
24,23.99993896484375,0.0005519611936,3.1448187659999994e-05,1.52225067e-07
25,24.99993896484375,0.0005514394258999999,3.0424818749999997e-05,1.526860729e-07
26,25.999908447265625,0.0005508945324,2.940327468e-05,1.522205296e-07
27,26.99993896484375,0.0005509060749,2.8392686010000005e-05,1.52676988e-07
28,27.99993896484375,0.0005507259921,2.7390314059999998e-05,1.53090305e-07
29,28.999908447265625,0.0005505920912000001,2.638976658e-05,1.5294269250000002e-07
30,29.99993896484375,0.0005507398511999999,2.538054724e-05,1.529040846e-07
31,30.99993896484375,0.0005509707261000001,2.437931545e-05,1.525589027e-07
32,31.999908447265625,0.0005509245502,2.337237819e-05,1.5244534959999998e-07
33,32.99993896484375,0.0005511415714999999,2.2384383930000003e-05,1.526497401e-07
34,33.999908447265625,0.0005514347811,2.141076766e-05,1.527814533e-07
35,34.999908447265625,0.0005514347866,2.043578133e-05,1.525634475e-07
36,35.999908447265625,0.0005506336456,1.944755859e-05,1.521410441e-07
37,36.9998779296875,0.0005502134443999999,1.8485582039999998e-05,1.5218646609999998e-07
38,37.999908447265625,0.0005497216654,1.755327394e-05,1.525089418e-07
39,38.999908447265625,0.0005494169192,1.665451617e-05,1.522228018e-07
40,39.9998779296875,0.0005497009026999999,1.579752316e-05,1.5250666930000003e-07
41,40.999908447265625,0.0005510076764000001,1.496289841e-05,1.545073772e-07
42,41.9998779296875,0.0005522405555,1.4139911949999999e-05,1.5399415219999998e-07
43,42.9998779296875,0.0005521435756,1.328999442e-05,1.5348772e-07
44,43.999908447265625,0.0005518318909999999,1.246814973e-05,1.529608598e-07
45,44.9998779296875,0.0005515733152,1.165223785e-05,1.529903798e-07
46,45.9998779296875,0.0005503842955000001,1.085618224e-05,1.529199823e-07
47,46.999908447265625,0.000550301175,1.0098012430000001e-05,1.5270651379999999e-07
48,47.9998779296875,0.0005512362346,9.367001257000001e-06,1.526838005e-07
49,48.9998779296875,0.0005516218021999999,8.646785681e-06,1.528064346e-07
50,49.999847412109375,0.0005514601827999999,7.961754909999999e-06,1.528450412e-07
51,50.9998779296875,0.0005517672687,7.304430800999999e-06,1.526474577e-07
52,51.9998779296875,0.0005519658095,6.682726506000001e-06,1.525634446e-07
53,52.999847412109375,0.0005520581502,6.081226591000001e-06,1.524953047e-07
54,53.9998779296875,0.0005523075233,5.4981977890000005e-06,1.524726117e-07
55,54.9998779296875,0.0005525476123,4.946205399e-06,1.5247714640000003e-07
56,55.999847412109375,0.0005519865838000001,4.420163623e-06,1.528791088e-07
57,56.999847412109375,0.000551494816,3.930175126e-06,1.526633639e-07
58,57.99981689453125,0.0005508622153999999,3.4756236359999996e-06,1.525452775e-07
59,58.999847412109375,0.0005504212399,3.050991245e-06,1.5252937970000002e-07
60,59.999847412109375,0.0005509545677000001,2.659949042e-06,1.5248622850000001e-07
61,60.99981689453125,0.0005514647985999999,2.305529917e-06,1.525089388e-07
62,61.9998779296875,0.0005516333447,1.981531205e-06,1.527246795e-07
63,62.999847412109375,0.0005518780613,1.6902563280000001e-06,1.52511214e-07
64,63.99981689453125,0.0005523998756000001,1.43886549e-06,1.52268214e-07
65,64.99984741210938,0.0005517280138,1.219628291e-06,1.523681404e-07
66,65.99981689453125,0.0005512454837,1.033684759e-06,1.5242491720000002e-07
67,66.9998779296875,0.0005508783739,8.821773576e-07,1.526406534e-07
68,67.99984741210938,0.0005507583147999999,7.675953214000001e-07,1.5246806000000002e-07
69,68.99981689453125,0.0005506151762000001,6.866939828000001e-07,1.524907717e-07
70,69.99984741210938,0.0005502942601,6.419832857e-07,1.523976594e-07
71,70.99981689453125,0.0005502503773,6.331474707999999e-07,1.5240674570000002e-07
72,71.99984741210938,0.0005504420142,6.599525305999999e-07,1.523159099e-07
